PID,Name,Title,PublicationType,ContentType,Language,Journal,JournalISSN,JournalEISSN,Status,Volume,Issue,HostPublication,StartPage,EndPage,Year,Edition,Pages,City,Publisher,Series,SeriesISSN,SeriesEISSN,ISBN,Urls,ISRN,DOI,ISI,PMID,ScopusId,NBN,LocalId,ArchiveNumber,Keywords,Categories,ResearchSubjects,Projects,Notes,Abstract,Opponents,Supervisors,Examiners,Patent,ThesisLevel,Credits,Programme,Subject,Uppsok,DefencePlace,DefenceLanguage,DefenceDate,CreatedDate,PublicationDate,LastUpdated
"1009217","Bergquist, Bjarne [bjarne] (Luleå tekniska universitet [873550], Institutionen för ekonomi, teknik och samhälle [875005], Industriell Ekonomi [875020]);Kvarnström, Björn [bjokva]","Tracking and tracing products in continuous processes","Konferensbidrag","Refereegranskat","swe","","","","","","","International Congress on Productivity, Quality, Reliability, Optimization and Modelling : ICPQROM 2011","","","2011","","","","Indian Statistical Institute","","","","","","","","","","","urn:nbn:se:ltu:diva-35962","ab487c84-20c8-4773-b58f-ef8d3640ed5d","","","Tillförlitlighets- och kvalitetsteknik (20305)","Quality Technology and Management","","Godkänd; 2011; 20110309 (bjarne_b)","<p>Traceability is important for quality control and process improvements, but it is often difficult to track or trace products in continuous process production, since products and product lots are difficult to separate. In the past, engineers have had to rely on coarse calculations for tracing products, but new possibilities emerge as new technology and models are being used. In this paper, we present experiences from applying chemical and RFID tracers to achieve traceability in continuous flows, with examples taken from the minerals processing sector.</p>","","",""," ","","","","","","","","","2016-09-30","2016-09-30","2023-09-06"
"1007554","Bernander, Stig [stiber] (Luleå tekniska universitet [873550], Institutionen för samhällsbyggnad och naturresurser [875006])","Lerors hållfasthet och deformationsegenskaper i konstruktioner där leran icke ugör den enda stabiliserande komponenenten","Konferensbidrag","Refereegranskat","swe","","","","","","","NGM 75 : Nordisk Geoteknikermöde i Köbenhavn 22-24.5.1975","155","172","1975","","","Köbenhavn","Polyteknisk Boghandel og Forlag","","","","","","","","","","","urn:nbn:se:ltu:diva-34304","878c14fe-0ca2-4dc6-ba26-cb2e489e5fc4","","","Geoteknik (20106)","Soil Mechanics","","Godkänd; 1975; 20110904 (stiber)","","","",""," ","","","","","","","","","2016-09-30","2016-09-30","2023-09-06"
"1008813","Bernander, Stig [stiber] (Luleå tekniska universitet [873550], Institutionen för samhällsbyggnad och naturresurser [875006], Byggkonstruktion och -produktion [875040]);Gustås, Hasse (Skanska)","Consideration of in sity stresses in caly slopes with special reference tp progressive failure analysis","Konferensbidrag","Refereegranskat","swe","","","","","","","NGM-84, Nordisk Geoteknikermöte 1984 i Linköping","417","430","1984","","","Linköping","Statens geotekniska institut (SGI)","","","","","","","","","","","urn:nbn:se:ltu:diva-35560","a22303f5-ca8a-4d96-87e4-4450325adf92","","","Infrastrukturteknik (20104)","Structural Engineering","","Godkänd; 1984; 20110724 (stiber)","","","",""," ","","","","","","","","","2016-09-30","2016-09-30","2017-11-25"
"1011294","Bernander, Stig [stiber] (Luleå tekniska universitet [873550], Institutionen för samhällsbyggnad och naturresurser [875006], Byggkonstruktion och -produktion [875040]);Gustås, Hasse (Skanska)","Dynamisk studie av ett progressivt brott i en naturlig slänt","Konferensbidrag","Refereegranskat","swe","","","","","","","NGM-84","431","442","1984","","","Linköping","Statens geotekniska institut (SGI)","","","","","","","","","","","urn:nbn:se:ltu:diva-37796","bec3c68e-80b4-4bcc-a7d1-de8c53b9ebeb","","","Geoteknik (20106)","Soil Mechanics","","Godkänd; 1984; 20110724 (stiber)","","","",""," ","","","","","","","","","2016-10-03","2016-10-03","2017-11-25"
"239362","Binotto, A.P.D. (Fraunhofer IGD / TU Darmstadt, Germany);Pignaton de Freitas, Edison [edipig] (Halmstad Embedded and Intelligent Systems Research (EIS) [3938]);Pereira, Carlos Eduardo (PPGC UFRGS, Brazil);Stork, André (Fraunhofer IGD / TU Darmstadt, Germany);Larsson, Tony [tola] (Halmstad Embedded and Intelligent Systems Research (EIS) [3938])","Real-time task reconfiguration support applied to an UAV-based surveillance system","Konferensbidrag","Refereegranskat","swe","","","","","","","2008 International Multiconference on Computer Science and Information Technology (Imcsit)","581","588","2008","","","Piscataway, N.J.","IEEE Press","","","","978-83-60810-14-9","","","10.1109/IMCSIT.2008.4747302","000268848500085","","2-s2.0-70349315570","urn:nbn:se:hh:diva-2144","2082/2539","","Aspect-oriented;Computational resources;Design phase;Heterogeneous clusters;High-performance computers;High-performance platforms;Load-Balancing;Non-functional;Radar image processing;Re-configurable;Real-time tasks;Reconfigurable computing;Reconfiguration requirement;Resource information;Run-time reconfigurable;Specific hardware;Specific tasks;Surveillance systems;System platforms;Task allocation;Time requirements;Workload balancing","Maskinteknik (203);Materialteknik (205)","","","","<p>Modern surveillance systems, such as those based on the use of Unmanned Aerial Vehicles, require powerful high- performance platforms to deal with many different algorithms that make use of massive calculations. At the same time, low- cost and high-performance specific hardware (e.g., GPU, PPU) are rising and the CPUs turned to multiple cores, characteriz- ing together an interesting and powerful heterogeneous execu- tion platform. Therefore, reconfigurable computing is a poten- tial paradigm for those scenarios as it can provide flexibility to explore the computational resources on heterogeneous cluster attached to a high-performance computer system platform. As the first step towards a run-time reconfigurable workload bal- ancing framework targeting that kind of platform, application time requirements and its crosscutting behavior play an impor- tant role for task allocation decisions. This paper presents a strategy to reallocate specific tasks in a surveillance system composed by a fleet of Unmanned Aerial Vehicles using aspect- oriented paradigms in order to address non-functional applica- tion timing constraints in the design phase. An aspect support from a framework called DERAF is used to support reconfigu- ration requirements and provide the resource information needed by the reconfigurable load-balancing strategy. Finally, for the case study, a special attention on Radar Image Process- ing will be given.</p>","","","","","","","","","","","","","2008-11-18","2008-11-18","2022-09-13"
"1012017","Blanksvärd, Thomas [thojoh] (Luleå tekniska universitet [873550], Institutionen för samhällsbyggnad och naturresurser [875006], Byggkonstruktion och -produktion [875040]);Häggström, Jens [hagjen] (Luleå tekniska universitet [873550], Institutionen för samhällsbyggnad och naturresurser [875006], Byggkonstruktion och -produktion [875040]);Nilimaa, Jonny [jonnil] (Luleå tekniska universitet [873550], Institutionen för samhällsbyggnad och naturresurser [875006], Byggkonstruktion och -produktion [875040]);Sabourova, Natalia [natasha] (Luleå tekniska universitet [873550], Institutionen för samhällsbyggnad och naturresurser [875006], Byggkonstruktion och -produktion [875040]);Grip, Niklas [grip] (Luleå tekniska universitet [873550], Institutionen för teknikvetenskap och matematik [875002], Matematiska vetenskaper [875056]);Täljsten, Björn [bjotal] (Luleå tekniska universitet [873550], Institutionen för samhällsbyggnad och naturresurser [875006], Byggkonstruktion och -produktion [875040]);Elfgren, Lennart [elfgren] (Luleå tekniska universitet [873550], Institutionen för samhällsbyggnad och naturresurser [875006], Byggkonstruktion och -produktion [875040]);Carolin, Anders [anca] (Trafikverket, Luleå & Borlänge, Sweden);Paulsson, Björn (Trafikverket, Luleå & Borlänge, Sweden);Tu, Yongming [yontuc] (Luleå tekniska universitet [873550], Institutionen för samhällsbyggnad och naturresurser [875006], Byggkonstruktion och -produktion [875040]) (Southeast University, Nanjing, PR China)","Test to failure of a steel truss bridge – Calibration of assessment methods","Konferensbidrag","Refereegranskat","swe","","","","","","","Bridge Maintenance, Safety, Management and Life Extension : proceedings of the Seventh International Conference of Bridge Maintenance, Safety and Management, 7-11 July 2014, Shanghai, China","1076","1081","2014","","","London","CRC Press, Taylor & Francis Group","","","","978-1-138-00103-9;978-1-315-76069-8","","","","","","","urn:nbn:se:ltu:diva-38516","cf14b28e-b3d1-4c23-b3bc-c2418f271a03","","","Infrastrukturteknik (20104);Matematisk analys (10101)","Structural Engineering;Mathematics;Attractive built environment (AERI)","Centrum för riskanalys och riskhantering, CRR, Sveriges Bygguniversitet, Mainline-MAINtenance, renewaL and Improvement of rail transport iNfrastructure to reduce Economic and environmental impacts","<p>Godkänd; 2014; 20140820 (jonnil)</p>","<p>The steel truss railway bridge at Åby River was built in 1957 with a span of 32 m (105 feet). In 2012 it was replaced by a new steel beam bridge and the old bridge was placed beside the river. It was tested to failure to study its remaining load-carrying capacity in September 2013. The test was carried out by Luleå University of Technology by commission from Trafikverket as a part of the European Research Project MAINLINE (www.mainline-project.eu). In this paper some preliminary results are given. Two hydraulic jacks, anchored by cables to the bedrock, pulled the bridge downwards. The bridge remained elastic up to about three times the original design load and the load could then be almost doubled with substantial yielding deformations before a buckling failure appeared in the top girders for a load of ca. 11 MN (1000 short tons) for a midpoint deflection of ca. 0, 2 m (8 inches). No brittle or fatigue failure in any of the joints appeared and the bridge proved to behave in a ductile way with a substantial hidden capacity.</p>","","",""," ","","","","","","","","","2016-10-03","2016-10-03","2022-10-27"
"878705","Bränberg, Agneta [agbr0001] (Umeå universitet [715], Teknisk-naturvetenskapliga fakulteten [859], Institutionen för tillämpad fysik och elektronik [870]);Holmgren, Ulf [ulho0001] (Umeå universitet [715], Teknisk-naturvetenskapliga fakulteten [859], Institutionen för tillämpad fysik och elektronik [870])","Forskningsanknytning av grundutbildning : en praktisk analysmetod","Konferensbidrag","Övrigt vetenskapligt","swe","","","","","","","5:e Utvecklingskonferensen för ingenjörsutbildningar : Proceedings","51","55","2015","","","Uppsala","Uppsala universitet","","","","","","","","","","","urn:nbn:se:umu:diva-112516","","","Analysmodell;forskningsanknytning;grundutbildning;fyrfältsdiagram;ingenjörsutbildning;programutveckling","Övrig annan teknik (21199);Utbildningsvetenskap (503)","","","","<p>Forskningsanknytning av grundutbildning kan och ska inte enbart vara fokuserad på att våra lärare är forskare. Det är så mycket mer kopplat till den. Som så många gånger när världen ser komplex ut är det lätt att man förenklar den alltför mycket. I denna artikel försöker vi vidga begreppen. Vi presenterar en analysmodell i form av ett fyrfältsdiagram, som kan byggas ut med en progressionsskala. Modellen som presenteras är ett verktyg som kan fungera både för analys av och som utgångspunkt för diskussioner om forskningsanknytning av ingenjörsutbildningar.</p>","","","","","","","","","","","","","2015-12-09","2015-12-09","2018-06-07"
"460018","Brännmark, Mikael [u1d3fn9w] (KTH [177], Skolan för teknik och hälsa (STH) [6161], Ergonomi [6162])","Lean administration : En litteraturgenomgång av lean när konceptet implementeras i kommuner","Konferensbidrag","Refereegranskat","swe","","","","","","","FALF2011: Det nya arbetslivet","","","2011","","","Luleå","FALF","","","","","","","","","","","urn:nbn:se:kth:diva-49661","","","Lean;kommuner;kommunal verksamhet;litteratursökning;litteraturgenomgång","Arbetslivsstudier (50903);Produktionsteknik, arbetsvetenskap och ergonomi (20307)","","","QC 20111130","<p>Lean blir allt vanligare i svensk offentlig förvaltning. Litteraturstudier har tidigare genomförts inom sjukvård och service. Denna litteraturgenomgång fokuserar istället på kommuner. Fokus ligger på vilka former som lean-konceptet tar, hur det implementeras, vilka effekter som uppnås, samt vilka svårigheter som man stött på. Sökningar gjordes i två omgångar i fyra olika databaser under i maj 2010. Endast empiriska artiklar i peer-reviewadetidsskrifter inkluderades; studier som inom vård- eller industriliknande kontexterexkluderades. Totalt resulterade sökningen och urvalsprocessen i fem publikationer, som beskriver lean i elva verksamheter. Slutsatserna från genomgången av dessa är de studerade lean-implementeringar i hög grad utgår från en ansats som påminner om värdeflödeskartläggningar. Fokus för lean-arbetet ligger på verktyg och system för förbättringsarbete. De upplevda problemen i lean-arbetet är framför allt associerade med implementeringsansatsen, snarare än konceptet eller kontexten. Verksamheternas arbete med lean har gett mestadels positiva verksamhetseffekter, framför allt rörande effektivitet och produktivitet. Hur kunderna, och framför allt personalen, påverkats är dock osäkrare.</p>","","","","","","","","","","","","","2011-11-28","2011-12-01","2022-06-24"
"1012656","Bystedt, Anders [andersby] (Luleå tekniska universitet [873550], Institutionen för teknikvetenskap och matematik [875002], Träteknologi [875054])","A wood construction network and the view on subcontractor systems : A Swedish experience","Konferensbidrag","Refereegranskat","swe","","","","","","","The Future of Nordic Business Schools : 19th Nordic Academy of Management Conference","","","2007","","","","","","","","","","","","","","","urn:nbn:se:ltu:diva-39147","dc849acb-5574-4fce-a30c-1d4d71f480b7","","","Annan maskinteknik (20399)","Wood Technology","","Godkänd; 2007; 20120921 (andbra)","<p>The Swedish construction market is characterised in a too low endurable housing production at a too high cost level. Forces are raised to increase the production and lowering the production costs without repeating the experienced mistakes from the Million programs of the 1970s. Thus, the construction market in Sweden faces a challenge in building more apartments at a lower price in buildings that are flexible in design and fit into surroundings. The wood manufacturing industry has found that there is a possibility to meet the demands of the market. In the report More Wood in Construction – Foundation for a National Strategy (DS 2004:1 transl.)* there has been found that there is a potential in wood construction of multi storey buildings. The research in wood construction has mainly been done in the field of technology. In the report there is an interest in new business concepts; one of these concepts is strategic networks. A strategic network can bee seen as a tool for excellence, where different competence in the network create the knowledge needed to be an interesting partner in the constructing area. But the production in the This paper examines the questions of what demands a strategic network state on sub contractors in an industrialised wood construction process and how the integration should be managed. The questions deals with the view on cooperation in the surrounding of the strategic network; this cooperation is needed in areas where the network itself does not have the knowledge needed. A case study in an ongoing creation process of a strategic network will be presented. The project has been studied through interviews with leading representatives at different actors involved in the strategic network creation process. The empirical results show that there is not a neglectable degree of cooperation needed between the network and the sub contractor system. The cooperation involves development in the construction system and a close connection to the different businesses in the strategic network. One tentative suggestion is that the strategic network view is that the sub contractor has to be able to add value to the construction system and take part in developing it; I simply regard the sub contractor being a semimember rather than a contractor. This view creates a new situation and a new way of acting both for the sub contractor and the business in the construction area. *Mer trä i byggandet – Underlag för en nationell strategi (DS 2004:1)</p>","","",""," ","","","","","","","","","2016-10-03","2016-10-03","2023-09-06"
"237914","Chibba, Aron [arch] (Högskolan i Halmstad [2804], Akademin för ekonomi, teknik och naturvetenskap [16901], Maskinteknisk produktframtagning (MTEK) [3909]);Rundquist, Jonas [joru] (Högskolan i Halmstad [2804], Akademin för ekonomi, teknik och naturvetenskap [16901], Maskinteknisk produktframtagning (MTEK) [3909])","Förbättring av produktinnovationsprocesser inom ramen för TQM","Konferensbidrag","Övrig (populärvetenskap, debatt, mm)","swe","","","","","","","Forskningssamverkan och nya former av kunskapsbildning : sammanställning av bidrag till konferensen Högskolor och samhälle i samverkan, Högskolan i Halmstad, 9-11 maj 2001 : proceedings from the 2nd HSS Research Conference, Halmstad University, Sweden, May 9-11, 2001","249","258","2001","","","Halmstad","Högskolan i Halmstad","","","","91-631-2507-2","","","","","","","urn:nbn:se:hh:diva-696","2082/1043","","TQM;Produktutveckling;Innovation;processutveckling","Annan maskinteknik (20399)","","","","<p>Forskning inom management och organisation indikerar att innovativa företag är dubbelt så lönsamma som andra företag (Tidd et. al., 1997). Innovationsverksamhet är riskabel och svår att organisera, men sedan 1980-talet har ett flertal modeller presenterats för att organisera innovationsverksamhet. Forskningen inom detta område benämns ibland Innovation management. TQM-konceptet är en managementfilosofi för att förbättra den operationella kvaliten i ett företag och som baseras på de anställdas deltagande, ständiga förbättringar och kundtillfredsställelse.</p><p>I denna artikel kommer vi att försöka skapa grunden till en kombinerad modell för TQM och innovationsledning som drar nytta av de båda filosofiernas respektive styrkor. Vi kommer också att diskutera hur modellen kan användas och vidareutvecklas av små och medelstora företag i samarbete med högskolan.</p>","","","","","","","","","","","","","2007-05-29","2007-05-29","2018-03-23"
"1008084","Chronéer, Diana [dianac] (Luleå tekniska universitet [873550], Institutionen för ekonomi, teknik och samhälle [875005], Industriell Ekonomi [875020]);Segerstedt, Anders [anderss] (Luleå tekniska universitet [873550], Institutionen för ekonomi, teknik och samhälle [875005], Industriell Ekonomi [875020])","Planering och styrning av byggprojekt : Platschefers versioner","Konferensbidrag","Övrigt vetenskapligt","swe","","","","","","","PLANs Forsknings- och tillämpningskonferens 2011 – Logistik i praktisk tillämpning","71","80","2011","","","Stockholm","Logistikföreningen Plan","","","","978-91-976444-5-7","","","","","","","urn:nbn:se:ltu:diva-34833","922acaff-3f4f-4f18-8f05-0b0ce86b51b7","","","Produktionsteknik, arbetsvetenskap och ergonomi (20307)","Industrial Logistics","","Godkänd; 2011; 20111005 (ysko)","<p>Ett antal platschefer och arbetschefer i olika byggbolag har intervjuats. De har presenterat sina tankegångar och idéer om vad som är svårt och vad som är lätt i olika byggprojekt. Det som diskuterats är för och nackdelar med olika entreprenadformer, ackord, 3D-modellering, olika hjälpmedel som används, historisk kontra framtida utveckling m.m. Ett byggprojekt är ett logistiskt problem och utmaning, material skall in, men material skall oftast även ut och bort. Den inledande planeringen, val av byggmetod och arbetsplatsen organisering, var byggbaracker och materialupplag placeras är mycket viktig för att byggprojektet kan genomföras på ett effektivt sätt. Ett flertal andra konstateranden presenteras också.</p>","","",""," ","","","","","","","","","2016-09-30","2016-09-30","2023-09-06"
"838261","Claesson, Ingvar [icl]","FFT i ett historiskt perspektiv","Konferensbidrag","Refereegranskat","swe","","","","published","","","","","","1997","","","","","","","","","","","","","","","urn:nbn:se:bth-10190","oai:bth.se:forskinfo253082461CAFA051C1256C6F004442AE","","","Signalbehandling (20205)","","","","<p>Några nedslag i Fouriertransformens historia och FFT:ns ursprung från 1805 och framåt behandlas i denna populära betraktelse. Vi stannar upp ett slag hos Gauss, funderar över vad han gjort för oss ingenjörer och vi avslutar med en del praktiska konsekvenser och tips som är aktuella idag.</p>","","","","","","","","","","","","","2002-11-12","2012-09-18","2015-06-30"
"1010433","Cousseau, Tiago (FEUP, Universidade do Porto, INEGI, Universidade do Porto);Björling, Marcus [marbjo] (Luleå tekniska universitet [873550], Institutionen för teknikvetenskap och matematik [875002], Maskinelement [875050]);Graça, Beatriz (INEGI, Universidade do Porto);Campos, Armando (ISEP, Instituto Superior de Engenharia do Porto);Seabra, Jorge (FEUP, Universidade do Porto);Larsson, Roland [rola] (Luleå tekniska universitet [873550], Institutionen för teknikvetenskap och matematik [875002], Maskinelement [875050])","Film thickness and friction torque prediction of lubricant greases using bleed oil properties","Konferensbidrag","Refereegranskat","swe","","","","","","","Film thickness and friction torque prediction of lubricant greases using bleed oil properties","","","2012","","","","","","","","","","","","","","","urn:nbn:se:ltu:diva-36934","ac434356-4097-41ec-970b-425eeada9afb","","","Tribologi (ytteknik omfattande friktion, nötning och smörjning) (20308)","Machine Elements","","<p>För godkännande; 2012; 20160905 (marbjo)</p>","","","",""," ","","","","","","","","","2016-10-03","2016-10-03","2023-09-05"
"1525013","Cronhjort, Mikael [milcrt] (KTH, Lärande);Nyberg, Sara (KTH, Lärande);Naeslund, Lars","Civilingenjör och lärare – ett bidrag till hållbar ingenjörsutbildning","Konferensbidrag","Refereegranskat","swe","","","","","","","","","","2017","","","","","","","","","http://www.chalmers.se/sv/konferens/utvecklingskonferensen2017/Sidor/default.aspx","","","","","","urn:nbn:se:hig:diva-35174","","","","Annan teknik (211)","","","","<p>Vi har studerat hur kombinationsutbildningen Civilingenjör och lärare på KTH bidrar till att avhjälpa lärarbristen och därigenom bidrar till en hållbar ingenjörsutbildning. Studien bygger på data från enkäter och intervjuer med programmets alumner. Enkätmaterialet visar att cirka 30% av alumnerna arbetar i gymnasieskolan, 60% i näringslivet och 10% med övrigt, exempelvis i organisationer eller på universitet. Alumnerna anser sig vara gynnade på arbetsmarknaden. De har ett starkt självförtroende och en mycket positiv bild av den egna kompetensen.</p>","","","","","","","","","","","","","2021-02-02","2021-02-02","2021-02-02"
